1599,1099,17,24,10090,61900
1600,1100,10,25,10091,99165
1601,1101,12,29,10092,46090
1602,1102,13,24,10093,64995
1603,1103,14,14,10094,65520
1604,1104,13,18,10095,45350
1605,1105,17,16,10096,74900
1606,1106,13,20,10097,116600
1607,1107,11,14,10098,65520
1608,1108,17,17,10099,75570
1609,1109,17,25,10100,99165
1610,1110,17,22,10101,157300
1611,1111,15,21,10102,90800
1612,1112,10,14,10103,62400
1613,1113,14,19,10040,42350
1614,1114,10,24,10104,61900
1615,1115,18,25,10105,99165
1616,1116,10,10,10106,55200
1617,1117,18,20,10107,116600
1618,1118,17,19,10108,42350
1619,1119,18,28,10109,59290
1620,1120,18,11,10110,36800
1621,1121,12,26,10111,84990
1622,1122,16,18,10112,47617
1623,1123,18,23,10113,189840
1624,1124,10,26,10114,89239
1625,1125,16,12,10115,65500
1626,1126,17,14,10116,68640
1627,1127,17,22,10086,150150
1628,1128,14,11,10117,40480
1629,1129,16,23,10118,189840
1630,1130,13,25,10119,90150
1631,1131,12,19,10120,42350
1632,1132,18,23,10121,189840
1633,1133,12,17,10122,72135
1634,1134,10,28,10123,59290
1635,1135,14,29,10124,46090
1636,1136,17,18,10125,49885
1637,1137,17,19,10126,42350
1638,1138,13,22,10127,150150
1639,1139,14,15,10014,64365
1640,1140,12,19,10128,44467
1641,1141,13,11,10129,38640
1642,1142,16,14,10130,62400
1643,1143,12,12,10131,65500
1644,1144,15,21,10132,90800
1645,1145,13,29,10133,43995
1646,1146,12,21,10134,95340
1647,1147,17,22,10098,150150
1648,1148,18,26,10135,89239
1649,1149,18,16,10136,74900
1650,1150,10,11,10137,36800
1651,1151,12,26,10069,84990
1652,1152,14,10,10138,60720
1653,1153,10,27,10139,57900
1654,1154,17,28,10140,53900
1655,1155,14,13,10141,47460
1656,1156,11,11,10142,40480
1657,1157,16,15,10143,61300
1658,1158,14,22,10144,150150
1659,1159,12,11,10145,36800
1660,1160,11,25,10146,99165
1661,1161,15,14,10147,62400
1662,1162,16,25,10148,94657
1663,1163,16,21,10149,99880
1664,1164,15,15,10150,61300
1665,1165,17,28,10091,59290
1666,1166,18,22,10132,143000
1667,1167,14,16,10151,82390
1668,1168,15,28,10152,56595
1669,1169,13,25,10153,90150
1670,1170,12,20,10099,116600
1671,1171,14,21,10154,99880
1672,1172,12,26,10044,89239
1673,1173,16,24,10155,64995
1674,1174,16,13,10156,49720
1675,1175,11,12,10157,65500
1676,1176,14,22,10158,157300
1677,1177,16,12,10159,65500
1678,1178,10,14,10160,68640
1679,1179,12,25,10161,94657
1680,1180,17,20,10162,106000
1681,1181,10,28,10163,53900
1682,1182,12,20,10164,106000
1683,1183,11,25,10165,94657
1684,1184,15,12,10036,65500
1685,1185,13,16,10166,78645
1686,1186,14,26,10167,89239
1687,1187,14,15,10168,64365
1688,1188,15,17,10169,68700
1689,1189,16,24,10170,61900
1690,1190,17,13,10171,45200
1691,1191,14,15,10172,61300
1692,1192,10,26,10173,89239
1693,1193,15,11,10174,40480
1694,1194,15,18,10175,45350
1695,1195,10,22,10176,143000
1696,1196,12,19,10177,44467
1697,1197,11,15,10178,67430
1698,1198,12,29,10142,46090
1699,1199,15,26,10179,93489
1700,1200,18,11,10180,40480
1701,1201,13,17,10181,68700
1702,1202,18,22,10182,157300
1703,1203,18,11,10183,36800
1704,1204,11,21,10184,95340
1705,1205,17,21,10185,99880
1706,1206,13,12,10186,68775
1707,1207,10,21,10187,99880
1708,1208,17,17,10188,68700
1709,1209,10,14,10127,65520
1710,1210,11,10,10189,60720
1711,1211,18,21,10190,99880
1712,1212,16,29,10191,43995
1713,1213,18,26,10192,93489
1714,1214,15,15,10193,64365
1715,1215,17,10,10194,60720
1716,1216,10,28,10195,59290
1717,1217,15,21,10196,90800
1718,1218,10,11,10140,36800
1719,1219,14,25,10197,94657
1720,1220,11,25,10135,94657
1721,1221,18,20,10198,106000
1722,1222,10,10,10199,60720
1723,1223,15,19,10200,44467
1724,1224,18,13,10201,45200
1725,1225,16,27,10202,60795
1726,1226,18,24,10203,61900
1727,1227,18,16,10190,82390
1728,1228,11,13,10197,47460
1729,1229,18,19,10204,46585
1730,1230,15,24,10205,64995
1731,1231,13,16,10206,82390
1732,1232,15,10,10207,55200
1733,1233,10,25,10189,99165
1734,1234,18,11,10208,40480
1735,1235,13,21,10209,90800
1736,1236,17,22,10210,150150
1737,1237,13,20,10211,116600
1738,1238,11,26,10212,89239
1739,1239,17,27,10213,60795
1740,1240,12,29,10214,46090
1741,1241,15,15,10215,64365
1742,1242,10,17,10184,72135
1743,1243,15,23,10216,198880
1744,1244,18,27,10217,57900
1745,1245,13,16,10218,82390
1746,1246,16,16,10219,82390
1747,1247,18,20,10220,111300
1748,1248,15,19,10221,44467
1749,1249,10,12,10222,72050
1750,1250,13,20,10116,116600
1751,1251,17,13,10223,45200
1752,1252,18,26,10224,89239
1753,1253,17,29,10225,41900
1754,1254,18,25,10226,90150
1755,1255,12,26,10161,89239
1756,1256,11,22,10082,157300
1757,1257,14,12,10227,68775
1758,1258,12,13,10228,45200
1759,1259,14,12,10229,68775
1760,1260,15,28,10230,53900
1761,1261,15,27,10041,57900
1762,1262,15,21,10090,90800
1763,1263,11,14,10231,68640
1764,1264,15,21,10232,95340
1765,1265,12,12,10233,72050
1766,1266,17,22,10234,157300
1767,1267,15,16,10235,74900
1768,1268,17,12,10236,65500
1769,1269,10,25,10237,99165
1770,1270,13,18,10238,47617
1771,1271,16,20,10239,106000
1772,1272,12,16,10240,82390
1773,1273,17,16,10162,74900
1774,1274,13,20,10241,111300
1775,1275,10,10,10242,57960
1776,1276,12,11,10243,36800
1777,1277,18,11,10244,38640
1778,1278,16,22,10245,143000
1779,1279,13,17,10246,75570
1780,1280,16,21,10247,99880
1781,1281,13,18,10248,47617
1782,1282,14,12,10249,72050
1783,1283,13,25,10250,99165
1784,1284,11,13,10251,45200
1785,1285,13,29,10252,43995
1786,1286,16,12,10253,68775
1787,1287,10,11,10212,38640
1788,1288,18,18,10033,45350
1789,1289,12,24,10254,61900
1790,1290,16,21,10255,99880
1791,1291,13,25,10256,99165
1792,1292,11,13,10257,47460
1793,1293,16,28,10258,56595
1794,1294,16,21,10259,95340
1795,1295,11,26,10260,93489
1796,1296,17,19,10261,46585
1797,1297,10,26,10262,89239
1798,1298,13,20,10263,106000
1799,1299,15,28,10089,59290
1800,1300,10,26,10264,89239
1801,1301,12,20,10003,111300
1802,1302,15,18,10265,47617
1803,1303,18,13,10266,45200
1804,1304,12,26,10053,93489
1805,1305,15,27,10267,60795
1806,1306,10,17,10268,72135
1807,1307,12,10,10269,57960
1808,1308,10,11,10270,38640
1809,1309,15,19,10271,44467
1810,1310,14,10,10272,57960
1811,1311,13,20,10273,111300
1812,1312,14,19,10274,42350
1813,1313,12,16,10275,82390
1814,1314,10,17,10149,75570
1815,1315,17,24,10195,68090
1816,1316,15,29,10276,43995
1817,1317,14,29,10062,46090
1818,1318,16,13,10158,49720
1819,1319,18,12,10054,65500
1820,1320,18,17,10277,68700
1821,1321,11,16,10056,74900
1822,1322,15,25,10278,99165
1823,1323,13,27,10279,60795
1824,1324,15,11,10261,40480
1825,1325,12,28,10280,53900
1826,1326,15,27,10204,63690
1827,1327,18,22,10281,150150
1828,1328,14,27,10282,60795
1829,1329,18,21,10283,95340
1830,1330,10,11,10284,40480
1831,1331,12,21,10285,90800
1832,1332,17,13,10286,45200
1833,1333,18,15,10154,67430
1834,1334,18,11,10232,38640
1835,1335,17,14,10287,65520
1836,1336,12,12,10228,65500
1837,1337,14,15,10288,67430
1838,1338,16,26,10289,89239
1839,1339,14,16,10290,78645
1840,1340,10,19,10291,42350
1841,1341,13,23,10292,189840
1842,1342,12,28,10293,56595
1843,1343,15,10,10053,60720
1844,1344,17,14,10194,68640
1845,1345,17,10,10158,60720
1846,1346,18,13,10294,47460
1847,1347,18,17,10295,72135
1848,1348,17,20,10296,111300
1849,1349,10,28,10297,56595
1850,1350,13,22,10298,157300
1851,1351,11,16,10299,82390
1852,1352,11,13,10288,49720
1853,1353,10,27,10158,63690
1854,1354,17,27,10300,63690
1855,1355,17,23,10193,189840
1856,1356,11,22,10301,150150
1857,1357,10,29,10302,41900
1858,1358,16,20,10303,106000
1859,1359,12,18,10304,49885
1860,1360,12,25,10305,94657
1861,1361,17,13,10306,49720
1862,1362,16,28,10138,59290
1863,1363,11,15,10307,64365
1864,1364,13,22,10308,157300
1865,1365,17,23,10249,198880
1866,1366,10,16,10309,78645
1867,1367,14,21,10310,99880
1868,1368,10,28,10311,53900
1869,1369,16,28,10312,53900
1870,1370,15,16,10313,82390
1871,1371,17,17,10314,72135
1872,1372,18,18,10315,49885
1873,1373,15,15,10316,64365
1874,1374,11,13,10317,47460
1875,1375,18,18,10069,45350
1876,1376,14,15,10318,64365
1877,1377,13,17,10038,72135
1878,1378,17,16,10319,74900
1879,1379,11,17,10320,75570
1880,1380,12,16,10321,74900
1881,1381,16,12,10322,72050
1882,1382,15,12,10323,65500
1883,1383,13,26,10324,93489
1884,1384,17,28,10325,56595
1885,1385,14,25,10187,99165
1886,1386,15,22,10326,157300
1887,1387,16,13,10327,49720
1888,1388,16,17,10328,75570
1889,1389,11,23,10329,198880
1890,1390,17,25,10330,94657
1891,1391,16,23,10177,189840
1892,1392,10,17,10086,72135
1893,1393,16,17,10331,68700
1894,1394,10,28,10332,56595
1895,1395,12,22,10333,143000
1896,1396,10,19,10188,42350
1897,1397,13,21,10196,90800
1898,1398,12,18,10259,47617
1899,1399,11,11,10334,38640
1900,1400,15,19,10335,46585
1901,1401,13,28,10064,56595
1902,1402,10,10,10336,55200
1903,1403,10,19,10337,44467
1904,1404,17,15,10338,61300
1905,1405,10,10,10114,57960
1906,1406,13,22,10339,143000
1907,1407,14,19,10340,42350
1908,1408,13,23,10341,180800
1909,1409,16,15,10342,64365
1910,1410,17,25,10343,90150
1911,1411,12,25,10344,90150
1912,1412,14,11,10112,38640
1913,1413,16,12,10047,65500
1914,1414,14,25,10161,94657
1915,1415,10,22,10345,143000
1916,1416,17,14,10334,65520
1917,1417,10,10,10346,60720
1918,1418,11,11,10347,40480
1919,1419,16,11,10226,36800
1920,1420,14,26,10099,93489
1921,1421,17,18,10125,49885
1922,1422,14,10,10198,55200
1923,1423,14,12,10348,65500
1924,1424,10,26,10349,89239
1925,1425,17,27,10350,63690
1926,1426,16,24,10351,64995
1927,1427,14,19,10352,46585
1928,1428,10,15,10353,64365
1929,1429,14,13,10240,49720
1930,1430,18,10,10333,55200
1931,1431,10,24,10354,68090
1932,1432,15,25,10355,90150
1933,1433,13,23,10356,189840
1934,1434,13,24,10021,64995
1935,1435,17,17,10352,75570
1936,1436,10,20,10211,116600
1937,1437,10,22,10084,143000
1938,1438,16,26,10021,89239
1939,1439,14,10,10072,55200
1940,1440,14,22,10357,143000
1941,1441,16,20,10358,116600
1942,1442,16,27,10359,60795
1943,1443,18,12,10360,65500
1944,1444,17,12,10361,65500
1945,1445,15,21,10198,90800
1946,1446,15,10,10118,57960
1947,1447,10,22,10084,143000
1948,1448,13,19,10164,42350
1949,1449,10,24,10353,64995
1950,1450,10,11,10083,40480
1951,1451,11,13,10362,45200
1952,1452,15,28,10363,56595
1953,1453,16,21,10272,95340
1954,1454,16,10,10364,57960
1955,1455,13,20,10365,116600
1956,1456,17,10,10366,55200
1957,1457,13,25,10248,94657
1958,1458,14,24,10367,64995
1959,1459,16,21,10368,90800
1960,1460,12,28,10369,59290
1961,1461,14,23,10370,198880
1962,1462,11,28,10371,56595
1963,1463,16,19,10336,42350
1964,1464,15,24,10171,61900
1965,1465,10,26,10372,89239
1966,1466,12,16,10321,74900
1967,1467,10,27,10373,63690
1968,1468,12,10,10374,57960
1969,1469,12,27,10034,63690
1970,1470,15,15,10309,64365
1971,1471,18,23,10375,198880
1972,1472,17,20,10376,111300
1973,1473,12,21,10377,99880
1974,1474,13,18,10378,45350
1975,1475,10,12,10379,72050
1976,1476,14,19,10380,44467
1977,1477,11,15,10381,61300
1978,1478,15,10,10382,60720
1979,1479,14,11,10383,40480
1980,1480,18,23,10384,198880
1981,1481,11,12,10385,65500
1982,1482,16,16,10157,74900
1983,1483,18,17,10386,75570
1984,1484,11,16,10387,78645
1985,1485,14,18,10274,45350
1986,1486,17,16,10388,78645
1987,1487,16,17,10137,68700
1988,1488,11,27,10163,57900
1989,1489,15,24,10389,64995
1990,1490,10,17,10390,72135
1991,1491,15,23,10391,198880
1992,1492,15,19,10085,44467
1993,1493,16,22,10392,150150
1994,1494,13,28,10393,53900
1995,1495,17,18,10325,47617
1996,1496,10,17,10394,72135
1997,1497,12,17,10395,72135
1998,1498,10,25,10381,90150
1999,1499,15,26,10396,89239
2000,1500,17,26,10397,89239
2001,1501,14,21,10398,95340
2002,1502,12,29,10399,41900
2003,1503,15,18,10342,47617
2004,1504,12,19,10400,44467
2005,1505,14,22,10087,143000
2006,1506,15,14,10401,68640
2007,1507,13,23,10402,198880
2008,1508,17,26,10403,89239
2009,1509,12,14,10404,68640
2010,1510,18,18,10405,45350
2011,1511,11,27,10406,57900
2012,1512,14,26,10407,89239
2013,1513,12,22,10262,150150
2014,1514,17,27,10408,57900
2015,1515,10,24,10409,61900
2016,1516,18,14,10410,68640
2017,1517,13,19,10411,46585
2018,1518,11,16,10002,74900
2019,1519,12,26,10412,93489
2020,1520,18,29,10121,43995
2021,1521,11,27,10413,63690
2022,1522,18,17,10141,72135
2023,1523,16,10,10083,60720
2024,1524,10,10,10414,57960
2025,1525,17,17,10327,75570
2026,1526,13,20,10415,111300
2027,1527,10,26,10261,93489
2028,1528,13,14,10416,62400
2029,1529,11,11,10417,36800
2030,1530,15,29,10418,43995
2031,1531,10,25,10419,99165
2032,1532,11,11,10278,40480
2033,1533,11,22,10420,143000
2034,1534,10,20,10421,111300
2035,1535,14,17,10350,75570
2036,1536,16,13,10373,49720
2037,1537,16,25,10071,94657
2038,1538,15,14,10422,68640
2039,1539,17,29,10423,46090
2040,1540,14,23,10424,198880
2041,1541,13,21,10324,99880
2042,1542,16,12,10103,65500
2043,1543,11,28,10075,53900
2044,1544,18,11,10002,36800
2045,1545,15,12,10078,65500
2046,1546,16,12,10288,72050
2047,1547,13,11,10425,38640
2048,1548,12,12,10426,65500
2049,1549,12,21,10427,90800
2050,1550,15,19,10428,42350
2051,1551,11,16,10304,82390
2052,1552,17,12,10429,72050
2053,1553,11,18,10430,45350
2054,1554,18,29,10431,46090
2055,1555,16,27,10033,57900
2056,1556,15,22,10432,150150
2057,1557,14,15,10352,67430
2058,1558,18,28,10433,59290
2059,1559,15,17,10315,75570
2060,1560,11,15,10432,64365
2061,1561,14,27,10434,57900
2062,1562,15,19,10002,42350
2063,1563,14,26,10435,89239
2064,1564,18,19,10436,46585
2065,1565,16,21,10437,90800
2066,1566,17,21,10286,90800
2067,1567,14,21,10058,90800
2068,1568,12,12,10393,65500
2069,1569,17,28,10438,56595
2070,1570,15,28,10439,56595
2071,1571,12,28,10440,53900
2072,1572,11,28,10441,56595
2073,1573,18,28,10034,59290
2074,1574,18,14,10137,62400
2075,1575,11,20,10220,111300
2076,1576,10,27,10442,60795
2077,1577,10,16,10443,78645
2078,1578,18,29,10418,43995
2079,1579,12,25,10444,94657
2080,1580,17,25,10445,90150
2081,1581,12,18,10095,45350
2082,1582,13,26,10446,93489
2083,1583,12,27,10084,57900
2084,1584,15,21,10349,95340
2085,1585,14,28,10447,56595
2086,1586,10,18,10444,47617
2087,1587,11,17,10407,72135
2088,1588,17,16,10448,78645
2089,1589,14,25,10449,99165
2090,1590,16,29,10238,43995
2091,1591,16,17,10450,72135
2092,1592,15,17,10451,72135
2093,1593,17,24,10415,64995
2094,1594,15,29,10134,43995
2095,1595,15,28,10452,59290
2096,1596,17,27,10453,60795
2097,1597,12,21,10250,99880
2098,1598,13,29,10454,41900
2099,1599,18,14,10455,65520
2100,1600,17,24,10456,64995
2101,1601,18,23,10238,189840
2102,1602,11,18,10457,45350
2103,1603,18,24,10157,61900
2104,1604,17,12,10202,68775
2105,1605,11,26,10458,89239
2106,1606,14,28,10090,53900
2107,1607,18,27,10459,60795
2108,1608,17,25,10460,94657
2109,1609,12,10,10461,60720
2110,1610,10,11,10462,36800
2111,1611,10,28,10463,59290
2112,1612,14,18,10464,47617
2113,1613,10,10,10087,55200
2114,1614,11,14,10465,62400
2115,1615,12,21,10289,95340
2116,1616,10,16,10466,82390
2117,1617,16,28,10401,59290
2118,1618,14,24,10467,64995
2119,1619,11,13,10215,47460
2120,1620,12,13,10468,47460
2121,1621,15,27,10337,60795
2122,1622,13,10,10125,60720
2123,1623,16,22,10469,143000
2124,1624,13,18,10470,47617
2125,1625,18,13,10352,49720
2126,1626,17,15,10471,67430
2127,1627,15,13,10472,45200
2128,1628,12,22,10263,143000
2129,1629,15,23,10419,198880
2130,1630,18,17,10473,68700
2131,1631,16,11,10474,36800
2132,1632,10,13,10458,47460
2133,1633,16,20,10427,106000
2134,1634,15,28,10475,59290
2135,1635,10,11,10476,38640
2136,1636,17,12,10252,68775
2137,1637,14,18,10134,47617
2138,1638,11,14,10380,65520
2139,1639,15,17,10184,72135
2140,1640,16,10,10166,57960
2141,1641,15,26,10477,93489
2142,1642,17,23,10020,189840
2143,1643,13,16,10478,82390
2144,1644,10,12,10332,68775
2145,1645,13,14,10095,62400
2146,1646,12,29,10479,41900
2147,1647,17,29,10480,46090
2148,1648,10,19,10156,46585
2149,1649,12,19,10112,44467
2150,1650,10,22,10481,150150
2151,1651,14,14,10482,68640
2152,1652,15,18,10354,49885
2153,1653,16,27,10210,60795
2154,1654,17,20,10403,111300
2155,1655,11,25,10180,99165
2156,1656,17,24,10122,64995
2157,1657,10,21,10198,90800
2158,1658,18,29,10483,46090
2159,1659,18,23,10484,198880
2160,1660,12,23,10383,198880
2161,1661,16,10,10485,57960
2162,1662,16,28,10134,56595
2163,1663,15,24,10440,61900
2164,1664,14,11,10258,38640
2165,1665,18,14,10486,68640
2166,1666,10,21,10487,99880
2167,1667,13,12,10488,72050
2168,1668,14,17,10488,75570
2169,1669,11,25,10020,94657
2170,1670,14,18,10077,47617
2171,1671,16,11,10489,36800
2172,1672,16,22,10434,143000
2173,1673,18,17,10490,72135
2174,1674,15,23,10186,189840
2175,1675,16,25,10491,90150
2176,1676,16,24,10492,61900
2177,1677,13,20,10493,111300
2178,1678,16,10,10494,55200
2179,1679,13,13,10495,47460
2180,1680,17,28,10496,53900
2181,1681,14,21,10007,99880
2182,1682,10,21,10320,99880
2183,1683,13,14,10497,68640
2184,1684,15,18,10498,49885
2185,1685,12,16,10499,74900
2186,1686,15,18,10331,45350
2187,1687,16,10,10500,55200
2188,1688,15,24,10397,64995
2189,1689,17,25,10088,99165
2190,1690,14,19,10415,44467
2191,1691,15,20,10501,106000
2192,1692,14,18,10052,47617
2193,1693,12,12,10502,68775
2194,1694,18,28,10503,56595
2195,1695,10,21,10504,90800
2196,1696,18,10,10115,55200
2197,1697,12,13,10505,49720
2198,1698,10,19,10506,46585
2199,1699,13,14,10507,68640
2200,1700,15,12,10002,65500
2201,1701,13,10,10508,55200
2202,1702,11,13,10021,47460
2203,1703,11,22,10422,157300
2204,1704,16,18,10390,47617
2205,1705,15,10,10509,55200
2206,1706,15,16,10510,74900
2207,1707,18,24,10511,64995
2208,1708,10,23,10512,189840
2209,1709,11,23,10513,180800
2210,1710,14,15,10514,64365
2211,1711,14,27,10080,57900
2212,1712,12,13,10515,47460
2213,1713,13,20,10516,106000
2214,1714,11,23,10517,180800
2215,1715,13,28,10518,53900
2216,1716,12,22,10093,150150
2217,1717,15,17,10160,75570
2218,1718,10,12,10204,72050
2219,1719,18,12,10482,72050
2220,1720,13,17,10072,68700
2221,1721,18,23,10519,198880
2222,1722,12,22,10255,157300
2223,1723,18,15,10520,67430
2224,1724,14,16,10488,82390
2225,1725,12,22,10521,150150
2226,1726,14,12,10522,65500
2227,1727,11,22,10063,150150
2228,1728,17,23,10460,189840
2229,1729,15,17,10523,72135
2230,1730,12,28,10523,56595
2231,1731,13,12,10461,72050
2232,1732,16,13,10500,45200
2233,1733,11,27,10524,63690
2234,1734,16,15,10525,64365
2235,1735,13,16,10258,78645
2236,1736,14,20,10095,106000
2237,1737,10,20,10526,111300
2238,1738,10,27,10054,57900
2239,1739,16,18,10527,49885
2240,1740,12,15,10528,61300
2241,1741,14,24,10442,64995
2242,1742,13,12,10253,68775
2243,1743,10,17,10226,68700
2244,1744,15,28,10416,53900
2245,1745,18,29,10065,41900
2246,1746,17,23,10497,198880
2247,1747,11,24,10529,64995
2248,1748,14,20,10040,106000
2249,1749,16,16,10530,82390
2250,1750,13,13,10450,47460
2251,1751,18,25,10114,94657
2252,1752,14,22,10531,150150
2253,1753,18,17,10030,75570
2254,1754,16,12,10299,72050
2255,1755,15,25,10325,94657
2256,1756,16,20,10500,106000
2257,1757,11,23,10532,198880
2258,1758,11,16,10533,74900
2259,1759,17,24,10330,64995
2260,1760,16,21,10534,99880
2261,1761,15,23,10160,198880
2262,1762,12,11,10105,40480
2263,1763,15,23,10448,189840
2264,1764,10,22,10140,143000
2265,1765,14,27,10493,60795
2266,1766,17,13,10535,45200
2267,1767,10,13,10536,47460
2268,1768,12,18,10537,45350
2269,1769,18,10,10538,55200
2270,1770,10,24,10412,68090
2271,1771,14,10,10002,55200
2272,1772,17,20,10539,106000
2273,1773,12,14,10540,62400
2274,1774,15,22,10541,157300
2275,1775,12,27,10308,63690
2276,1776,14,13,10542,45200
2277,1777,15,16,10047,74900
2278,1778,18,20,10543,111300
2279,1779,10,15,10544,64365
2280,1780,11,29,10428,41900
2281,1781,18,18,10225,45350
2282,1782,17,14,10545,62400
2283,1783,13,24,10381,61900
2284,1784,13,22,10052,150150
2285,1785,10,25,10546,94657
2286,1786,11,15,10547,64365
2287,1787,16,15,10548,67430
2288,1788,15,10,10461,60720
2289,1789,17,28,10352,59290
2290,1790,10,19,10549,42350
2291,1791,15,11,10269,38640
2292,1792,18,26,10550,84990
2293,1793,11,27,10166,60795
2294,1794,12,15,10143,61300
2295,1795,11,13,10530,49720
2296,1796,15,24,10486,68090
2297,1797,14,22,10551,157300
2298,1798,12,20,10552,106000
2299,1799,14,11,10553,38640
2300,1800,16,29,10230,41900
2301,1801,10,28,10047,53900
2302,1802,15,26,10554,93489
2303,1803,12,22,10145,143000
2304,1804,11,26,10555,93489
2305,1805,18,19,10556,44467
2306,1806,11,12,10408,65500
2307,1807,15,23,10557,180800
2308,1808,10,14,10558,62400
2309,1809,14,16,10559,82390
2310,1810,13,20,10260,116600
2311,1811,10,10,10560,60720
2312,1812,15,17,10561,68700
2313,1813,13,12,10380,68775
2314,1814,16,29,10425,43995
2315,1815,14,25,10562,99165
2316,1816,12,29,10320,46090
2317,1817,11,17,10179,75570
2318,1818,12,21,10563,90800
2319,1819,15,13,10392,47460
2320,1820,11,18,10256,49885
2321,1821,12,15,10141,64365
2322,1822,13,22,10169,143000
2323,1823,18,24,10564,68090
2324,1824,16,10,10550,55200
2325,1825,10,21,10554,99880
2326,1826,16,18,10565,47617
2327,1827,17,16,10337,78645
2328,1828,17,29,10566,41900
2329,1829,17,28,10455,56595
2330,1830,15,24,10567,64995
2331,1831,14,23,10399,180800
2332,1832,14,12,10101,72050
2333,1833,11,12,10568,65500
2334,1834,12,16,10385,74900
2335,1835,18,17,10014,72135
2336,1836,14,27,10569,57900
2337,1837,18,21,10374,95340
2338,1838,11,27,10415,60795
2339,1839,14,25,10568,90150
2340,1840,12,11,10570,36800
2341,1841,11,10,10571,55200
2342,1842,12,16,10567,78645
2343,1843,12,24,10572,64995
2344,1844,13,18,10421,47617
2345,1845,16,21,10573,99880
2346,1846,11,10,10574,60720
2347,1847,14,13,10575,45200
2348,1848,12,25,10238,94657
2349,1849,17,29,10273,43995
2350,1850,14,15,10576,67430
2351,1851,13,15,10577,67430
2352,1852,18,13,10578,49720
2353,1853,10,13,10075,45200
2354,1854,18,21,10363,95340
2355,1855,17,15,10579,64365
2356,1856,14,17,10373,75570
2357,1857,10,23,10580,198880
2358,1858,13,25,10581,90150
2359,1859,10,23,10059,198880
2360,1860,15,13,10451,47460
2361,1861,10,27,10582,57900
2362,1862,11,10,10295,57960
2363,1863,15,19,10403,44467
2364,1864,14,13,10043,47460
2365,1865,18,10,10358,60720
2366,1866,12,18,10288,49885
2367,1867,11,15,10583,67430
2368,1868,15,10,10390,57960
2369,1869,17,26,10253,89239
2370,1870,11,25,10584,90150
2371,1871,15,20,10585,116600
2372,1872,18,27,10351,60795
2373,1873,17,15,10586,64365
2374,1874,14,18,10587,49885
2375,1875,12,23,10571,180800
